Place_Id,Place_Name,Description,Category,City,desc_length,combined_text,processed_text
262,Sanghyang Heuleut,Danau alami di kawasan Rajamandala yang terkenal dengan air jernih dan panorama batuan alam.,Wisata Alam,Bandung Barat,92,Danau alami di kawasan Rajamandala yang terkenal dengan air jernih dan panorama batuan alam. Wisata Alam,danau alami kawasan rajamandala kenal air jernih panorama batu alam wisata alam
263,Taman Lembah DEWATA,Tempat wisata danau dan rekreasi alam dengan aktivitas berkuda serta area santai keluarga.,Wisata Alam,Bandung Barat,90,Tempat wisata danau dan rekreasi alam dengan aktivitas berkuda serta area santai keluarga. Wisata Alam,tempat wisata danau rekreasi alam aktivitas kuda area santai keluarga wisata alam
264,Jendela Alam,Tempat wisata edukasi pertanian dan peternakan untuk anak-anak dan keluarga.,Wisata Edukasi,Bandung Barat,76,Tempat wisata edukasi pertanian dan peternakan untuk anak-anak dan keluarga. Wisata Edukasi,tempat wisata edukasi tani terna anakanak keluarga wisata edukasi
265,Bukit Strawberry Berbunga,Wisata kebun stroberi dengan area petik buah dan panorama alam pegunungan.,Wisata Alam,Bandung Barat,74,Wisata kebun stroberi dengan area petik buah dan panorama alam pegunungan. Wisata Alam,wisata kebun stroberi area petik buah panorama alam gunung wisata alam
266,La Fresa Farm (Wisata Petik Strawberry),Tempat wisata petik stroberi dengan suasana kebun dan aktivitas edukasi pertanian.,Wisata Edukasi,Bandung Barat,82,Tempat wisata petik stroberi dengan suasana kebun dan aktivitas edukasi pertanian. Wisata Edukasi,tempat wisata petik stroberi suasana kebun aktivitas edukasi tani wisata edukasi
267,Cikole Jayagiri Resort,Resort wisata alam dengan penginapan dan area outdoor di kawasan hutan pinus Lembang.,Wisata Alam,Bandung Barat,85,Resort wisata alam dengan penginapan dan area outdoor di kawasan hutan pinus Lembang. Wisata Alam,resort wisata alam inap area outdoor kawasan hutan pinus lembang wisata alam
268,Tebing Citatah 125,Tebing batu kapur di Citatah yang populer untuk panjat tebing dan wisata alam.,Wisata Alam,Bandung Barat,78,Tebing batu kapur di Citatah yang populer untuk panjat tebing dan wisata alam. Wisata Alam,tebing batu kapur cita populer panjat tebing wisata alam wisata alam
269,Pemandian Air Panas Nagrak Tengah,Tempat pemandian air panas alami dengan suasana pegunungan yang nyaman untuk relaksasi.,Wisata Alam,Bandung Barat,87,Tempat pemandian air panas alami dengan suasana pegunungan yang nyaman untuk relaksasi. Wisata Alam,tempat mandi air panas alami suasana gunung nyaman relaksasi wisata alam
270,Pemandian Air Panas Cipanas,Wisata pemandian air panas alami dengan fasilitas rekreasi keluarga di Bandung Barat.,Wisata Alam,Bandung Barat,85,Wisata pemandian air panas alami dengan fasilitas rekreasi keluarga di Bandung Barat. Wisata Alam,wisata mandi air panas alami fasilitas rekreasi keluarga bandung barat wisata alam
271,Sanghyang Kenit,Tempat wisata alam berupa aliran sungai dan tebing batu di kawasan Bandung Barat.,Wisata Alam,Bandung Barat,81,Tempat wisata alam berupa aliran sungai dan tebing batu di kawasan Bandung Barat. Wisata Alam,tempat wisata alam upa alir sungai tebing batu kawasan bandung barat wisata alam
272,Floating Market Lembang,Tempat wisata kuliner dan rekreasi keluarga dengan konsep pasar terapung di Lembang.,Wisata Kuliner,Bandung Barat,84,Tempat wisata kuliner dan rekreasi keluarga dengan konsep pasar terapung di Lembang. Wisata Kuliner,tempat wisata kuliner rekreasi keluarga konsep pasar apung lembang wisata kuliner
273,Curug Cipanas,Air terjun alami yang berada di kawasan sumber air panas dengan panorama alam pegunungan.,Wisata Alam,Bandung Barat,89,Air terjun alami yang berada di kawasan sumber air panas dengan panorama alam pegunungan. Wisata Alam,air terjun alami ada kawasan sumber air panas panorama alam gunung wisata alam
274,Curug Aseupan,Air terjun alami dengan suasana hutan dan jalur trekking di Bandung Barat.,Wisata Alam,Bandung Barat,74,Air terjun alami dengan suasana hutan dan jalur trekking di Bandung Barat. Wisata Alam,air terjun alami suasana hutan jalur trekking bandung barat wisata alam
275,Air Terjun Marbella,Air terjun alami di kawasan pegunungan dengan panorama alam yang asri.,Wisata Alam,Bandung Barat,70,Air terjun alami di kawasan pegunungan dengan panorama alam yang asri. Wisata Alam,air terjun alami kawasan gunung panorama alam asri wisata alam
276,Stone Garden Citatah,Kawasan batuan purba dengan panorama alam dan spot foto di Bandung Barat.,Wisata Alam,Bandung Barat,73,Kawasan batuan purba dengan panorama alam dan spot foto di Bandung Barat. Wisata Alam,kawasan batu purba panorama alam spot foto bandung barat wisata alam
277,Foresto Jayagiri Lembang,Tempat wisata alam dan camping dengan suasana hutan pinus di kawasan Jayagiri.,Wisata Alam,Bandung Barat,78,Tempat wisata alam dan camping dengan suasana hutan pinus di kawasan Jayagiri. Wisata Alam,tempat wisata alam camping suasana hutan pinus kawasan jayagiri wisata alam
278,Benteng Jayagiri,Situs sejarah di kawasan Lembang yang memiliki nilai sejarah peninggalan kolonial.,Wisata Sejarah,Bandung Barat,82,Situs sejarah di kawasan Lembang yang memiliki nilai sejarah peninggalan kolonial. Wisata Sejarah,situs sejarah kawasan lembang milik nilai sejarah tinggal kolonial wisata sejarah
279,Lorong Lumut,Jalur wisata alam dengan dinding batu dan lumut alami di kawasan Bandung Barat.,Wisata Alam,Bandung Barat,79,Jalur wisata alam dengan dinding batu dan lumut alami di kawasan Bandung Barat. Wisata Alam,jalur wisata alam dinding batu lumut alami kawasan bandung barat wisata alam
280,Tangkal Pinus Jayagiri Lembang,Area wisata hutan pinus dengan fasilitas camping dan aktivitas outdoor keluarga.,Wisata Alam,Bandung Barat,80,Area wisata hutan pinus dengan fasilitas camping dan aktivitas outdoor keluarga. Wisata Alam,area wisata hutan pinus fasilitas camping aktivitas outdoor keluarga wisata alam
281,Jungle Milk Jayagiri,Tempat camping dan wisata alam dengan konsep hutan pinus dan aktivitas outdoor.,Wisata Alam,Bandung Barat,79,Tempat camping dan wisata alam dengan konsep hutan pinus dan aktivitas outdoor. Wisata Alam,tempat camping wisata alam konsep hutan pinus aktivitas outdoor wisata alam
282,Talaga Land,Tempat wisata alam dan rekreasi keluarga dengan area danau dan fasilitas outdoor.,Wisata Alam,Bandung Barat,81,Tempat wisata alam dan rekreasi keluarga dengan area danau dan fasilitas outdoor. Wisata Alam,tempat wisata alam rekreasi keluarga area danau fasilitas outdoor wisata alam
283,Water Coaster - Dusun Bambu,Wahana permainan air di kawasan Dusun Bambu dengan konsep rekreasi keluarga.,Taman Hiburan,Bandung Barat,76,Wahana permainan air di kawasan Dusun Bambu dengan konsep rekreasi keluarga. Taman Hiburan,wahana main air kawasan dusun bambu konsep rekreasi keluarga taman hibur
284,Kamanja Adventure Land,Tempat wisata petualangan dengan wahana outdoor dan aktivitas rekreasi keluarga.,Wisata Olahraga,Bandung Barat,80,Tempat wisata petualangan dengan wahana outdoor dan aktivitas rekreasi keluarga. Wisata Olahraga,tempat wisata tualang wahana outdoor aktivitas rekreasi keluarga wisata olahraga
285,Noah's Park,Tempat wisata hiburan keluarga dengan berbagai wahana permainan dan spot foto modern.,Taman Hiburan,Bandung Barat,85,Tempat wisata hiburan keluarga dengan berbagai wahana permainan dan spot foto modern. Taman Hiburan,tempat wisata hibur keluarga bagai wahana main spot foto modern taman hibur
286,Kampung Gajah Park & Zoo,Kawasan wisata keluarga dengan wahana permainan dan area edukasi satwa.,Taman Hiburan,Bandung Barat,71,Kawasan wisata keluarga dengan wahana permainan dan area edukasi satwa. Taman Hiburan,kawasan wisata keluarga wahana main area edukasi satwa taman hibur
287,Vila Air Natural Resort,Resort wisata alam dengan penginapan dan suasana pegunungan yang sejuk.,Wisata Alam,Bandung Barat,71,Resort wisata alam dengan penginapan dan suasana pegunungan yang sejuk. Wisata Alam,resort wisata alam inap suasana gunung sejuk wisata alam
288,Sendang Geulis Kahuripan,Pemandian mata air alami dengan air jernih dan suasana alam di Bandung Barat.,Wisata Alam,Bandung Barat,77,Pemandian mata air alami dengan air jernih dan suasana alam di Bandung Barat. Wisata Alam,mandi mata air alami air jernih suasana alam bandung barat wisata alam
289,Situ Ciburuy,Danau wisata di Padalarang yang memiliki area rekreasi dan panorama alam.,Wisata Alam,Bandung Barat,73,Danau wisata di Padalarang yang memiliki area rekreasi dan panorama alam. Wisata Alam,danau wisata padalarang milik area rekreasi panorama alam wisata alam
290,Sanghyang Tikoro,Wisata alam berupa aliran sungai bawah tebing batu yang memiliki nilai geologi unik.,Wisata Alam,Bandung Barat,84,Wisata alam berupa aliran sungai bawah tebing batu yang memiliki nilai geologi unik. Wisata Alam,wisata alam upa alir sungai bawah tebing batu milik nilai geologi unik wisata alam
291,Lembang Park & Zoo,"Kebun binatang modern dengan koleksi satwa, wahana bermain, dan edukasi keluarga.",Wisata Edukasi,Bandung Barat,81,"Kebun binatang modern dengan koleksi satwa, wahana bermain, dan edukasi keluarga. Wisata Edukasi",kebun binatang modern koleksi satwa wahana main edukasi keluarga wisata edukasi
292,Gunung Tangkuban Perahu,Gunung berapi terkenal di Bandung dengan kawah wisata dan panorama alam pegunungan.,Wisata Alam,Bandung Barat,83,Gunung berapi terkenal di Bandung dengan kawah wisata dan panorama alam pegunungan. Wisata Alam,gunung rap kenal bandung kawah wisata panorama alam gunung wisata alam
293,Sanghyang Poek Bandung purba,Goa alami di kawasan Bandung Barat yang memiliki nilai sejarah geologi dan wisata alam.,Wisata Alam,Bandung Barat,87,Goa alami di kawasan Bandung Barat yang memiliki nilai sejarah geologi dan wisata alam. Wisata Alam,goa alami kawasan bandung barat milik nilai sejarah geologi wisata alam wisata alam
294,Taman Lalu Lintas Ade Irma Suryani,Taman edukasi lalu lintas untuk anak dengan miniatur jalan rambu dan area bermain.,Wisata Edukasi,Kota Bandung,82,Taman edukasi lalu lintas untuk anak dengan miniatur jalan rambu dan area bermain. Wisata Edukasi,taman edukasi lalu lintas anak miniatur jalan rambu area main wisata edukasi
295,Taman Maluku,Taman kota bersejarah dengan pohon rindang dan suasana tenang di kawasan elite Bandung.,Taman Kota,Kota Bandung,87,Taman kota bersejarah dengan pohon rindang dan suasana tenang di kawasan elite Bandung. Taman Kota,taman kota sejarah pohon rindang suasana tenang kawasan elite bandung taman kota
296,Taman Pramuka,Taman publik dengan area olahraga dan ruang terbuka hijau untuk warga Kota Bandung.,Taman Kota,Kota Bandung,83,Taman publik dengan area olahraga dan ruang terbuka hijau untuk warga Kota Bandung. Taman Kota,taman publik area olahraga ruang buka hijau warga kota bandung taman kota
297,Taman Cibeunying,Taman kota dengan kolam dan area bermain anak di kawasan Cibeunying Bandung.,Taman Kota,Kota Bandung,76,Taman kota dengan kolam dan area bermain anak di kawasan Cibeunying Bandung. Taman Kota,taman kota kolam area main anak kawasan cibeunying bandung taman kota
298,Taman Cilaki,Taman kecil di pinggir jalan dengan kursi taman dan suasana santai di Bandung.,Taman Kota,Kota Bandung,78,Taman kecil di pinggir jalan dengan kursi taman dan suasana santai di Bandung. Taman Kota,taman kecil pinggir jalan kursi taman suasana santai bandung taman kota
299,Taman Centrum,Ruang terbuka hijau dengan pohon besar dan area duduk publik di tengah Kota Bandung.,Taman Kota,Kota Bandung,84,Ruang terbuka hijau dengan pohon besar dan area duduk publik di tengah Kota Bandung. Taman Kota,ruang buka hijau pohon besar area duduk publik tengah kota bandung taman kota
300,Taman Dewi Sartika,Taman publik di area Balai Kota dengan patung Dewi Sartika dan area bermain anak.,Taman Kota,Kota Bandung,81,Taman publik di area Balai Kota dengan patung Dewi Sartika dan area bermain anak. Taman Kota,taman publik area balai kota patung dewi sartika area main anak taman kota
301,Taman Foto,Taman tematik dengan dekorasi unik yang cocok sebagai spot fotografi di Kota Bandung.,Taman Kota,Kota Bandung,85,Taman tematik dengan dekorasi unik yang cocok sebagai spot fotografi di Kota Bandung. Taman Kota,taman tematik dekorasi unik cocok spot fotografi kota bandung taman kota
302,Museum Pendidikan Nasional,Museum edukasi yang menampilkan sejarah perkembangan pendidikan di Indonesia.,Museum,Kota Bandung,77,Museum edukasi yang menampilkan sejarah perkembangan pendidikan di Indonesia. Museum,museum edukasi tampil sejarah kembang didik indonesia museum
303,Museum Kota Bandung,Museum yang menyimpan koleksi sejarah perkembangan Kota Bandung dari masa ke masa.,Museum,Kota Bandung,82,Museum yang menyimpan koleksi sejarah perkembangan Kota Bandung dari masa ke masa. Museum,museum simpan koleksi sejarah kembang kota bandung masa masa museum
304,Museum NuArt Sculpture Park,Galeri patung dan taman seni karya Nyoman Nuarta dengan koleksi seni kontemporer.,Wisata Seni,Kota Bandung,81,Galeri patung dan taman seni karya Nyoman Nuarta dengan koleksi seni kontemporer. Wisata Seni,galeri patung taman seni karya nyoman nuarta koleksi seni kontemporer wisata seni
305,Selasar Sunaryo Art Space,Galeri seni kontemporer dengan ruang pameran arsitektur unik dan kafe seni di Bandung.,Wisata Seni,Kota Bandung,86,Galeri seni kontemporer dengan ruang pameran arsitektur unik dan kafe seni di Bandung. Wisata Seni,galeri seni kontemporer ruang pamer arsitektur unik kafe seni bandung wisata seni
306,Museum Asia Afrika,Museum sejarah Konferensi Asia Afrika dengan koleksi dokumentasi diplomasi internasional.,Museum,Kota Bandung,89,Museum sejarah Konferensi Asia Afrika dengan koleksi dokumentasi diplomasi internasional. Museum,museum sejarah konferensi asia afrika koleksi dokumentasi diplomasi internasional museum
307,Vihara Dharma Ramsi,Vihara bersejarah dengan arsitektur khas Tionghoa dan area ibadah umat Buddha.,Wisata Religi,Kota Bandung,78,Vihara bersejarah dengan arsitektur khas Tionghoa dan area ibadah umat Buddha. Wisata Religi,vihara sejarah arsitektur khas tionghoa area ibadah umat buddha wisata religi
308,Gereja Katedral Bandung,Gereja katolik bersejarah dengan arsitektur neo-gotik di pusat Kota Bandung.,Wisata Religi,Kota Bandung,76,Gereja katolik bersejarah dengan arsitektur neo-gotik di pusat Kota Bandung. Wisata Religi,gereja katolik sejarah arsitektur neogotik pusat kota bandung wisata religi
309,Pasar Cikapundung,Pasar tradisional pusat penjualan elektronik dan barang antik di Kota Bandung.,Pusat Perbelanjaan,Kota Bandung,78,Pasar tradisional pusat penjualan elektronik dan barang antik di Kota Bandung. Pusat Perbelanjaan,pasar tradisional pusat jual elektronik barang antik kota bandung pusat belanja
310,Pasar Gedebage,Pasar grosir tekstil dan pakaian terbesar di Bandung dengan harga terjangkau.,Pusat Perbelanjaan,Kota Bandung,77,Pasar grosir tekstil dan pakaian terbesar di Bandung dengan harga terjangkau. Pusat Perbelanjaan,pasar grosir tekstil pakai besar bandung harga jangkau pusat belanja
311,Trans Studio Mall Bandung,Pusat perbelanjaan terintegrasi dengan taman hiburan Trans Studio dan beragam tenant.,Pusat Perbelanjaan,Kota Bandung,85,Pusat perbelanjaan terintegrasi dengan taman hiburan Trans Studio dan beragam tenant. Pusat Perbelanjaan,pusat belanja integrasi taman hibur trans studio agam tenant pusat belanja
312,Miko Mall,Mall keluarga dengan fasilitas belanja kuliner dan bioskop di kawasan Bandung selatan.,Pusat Perbelanjaan,Kota Bandung,86,Mall keluarga dengan fasilitas belanja kuliner dan bioskop di kawasan Bandung selatan. Pusat Perbelanjaan,mall keluarga fasilitas belanja kuliner bioskop kawasan bandung selatan pusat belanja
313,Bandung Electronic Center,Pusat perbelanjaan elektronik dan gadget terlengkap di Kota Bandung.,Pusat Perbelanjaan,Kota Bandung,68,Pusat perbelanjaan elektronik dan gadget terlengkap di Kota Bandung. Pusat Perbelanjaan,pusat belanja elektronik gadget lengkap kota bandung pusat belanja
314,Istana Plaza,Mall keluarga dengan beragam tenant fashion kuliner dan hiburan di kawasan Pasteur.,Pusat Perbelanjaan,Kota Bandung,83,Mall keluarga dengan beragam tenant fashion kuliner dan hiburan di kawasan Pasteur. Pusat Perbelanjaan,mall keluarga agam tenant fashion kuliner hibur kawasan pasteur pusat belanja
315,Metro Indah Mall,Pusat perbelanjaan modern dengan area kuliner dan hiburan keluarga di Bandung.,Pusat Perbelanjaan,Kota Bandung,78,Pusat perbelanjaan modern dengan area kuliner dan hiburan keluarga di Bandung. Pusat Perbelanjaan,pusat belanja modern area kuliner hibur keluarga bandung pusat belanja
316,Punclut,Kawasan dataran tinggi dengan pemandangan Kota Bandung dan deretan kafe tepi tebing.,Wisata Alam,Kota Bandung,84,Kawasan dataran tinggi dengan pemandangan Kota Bandung dan deretan kafe tepi tebing. Wisata Alam,kawasan datar tinggi pandang kota bandung deret kafe tepi tebing wisata alam
317,Caringin Tilu,Bukit dengan pemandangan Kota Bandung dari ketinggian dan area camping populer.,Wisata Alam,Kota Bandung,79,Bukit dengan pemandangan Kota Bandung dari ketinggian dan area camping populer. Wisata Alam,bukit pandang kota bandung tinggi area camping populer wisata alam
318,Dago Tea House,Restoran dan area kuliner dengan pemandangan Kota Bandung di kawasan Dago atas.,Wisata Kuliner,Kota Bandung,79,Restoran dan area kuliner dengan pemandangan Kota Bandung di kawasan Dago atas. Wisata Kuliner,restoran area kuliner pandang kota bandung kawasan dago atas wisata kuliner
319,Saung Udjo Heritage,Pusat budaya Sunda dengan pertunjukan angklung wayang dan kuliner tradisional.,Wisata Budaya,Kota Bandung,78,Pusat budaya Sunda dengan pertunjukan angklung wayang dan kuliner tradisional. Wisata Budaya,pusat budaya sunda tunjuk angklung wayang kuliner tradisional wisata budaya
320,Rumah Mode Factory Outlet,Factory outlet legendaris dengan beragam pakaian merek lokal dan internasional di Bandung.,Pusat Perbelanjaan,Kota Bandung,90,Factory outlet legendaris dengan beragam pakaian merek lokal dan internasional di Bandung. Pusat Perbelanjaan,factory outlet legendaris agam pakai merek lokal internasional bandung pusat belanja
321,Heritage Factory Outlet,Factory outlet dengan koleksi pakaian dan aksesoris berkualitas di kawasan Riau Bandung.,Pusat Perbelanjaan,Kota Bandung,88,Factory outlet dengan koleksi pakaian dan aksesoris berkualitas di kawasan Riau Bandung. Pusat Perbelanjaan,factory outlet koleksi pakai aksesoris kualitas kawasan riau bandung pusat belanja
322,Stamp Festival Bandung,Acara wisata budaya tahunan dengan pameran perangko dan hiburan keluarga.,Wisata Budaya,Kota Bandung,73,Acara wisata budaya tahunan dengan pameran perangko dan hiburan keluarga. Wisata Budaya,acara wisata budaya tahun pamer perangko hibur keluarga wisata budaya
323,Cibaduyut,Sentra industri sepatu kulit terbesar di Bandung dengan beragam toko dan workshop.,Pusat Perbelanjaan,Kota Bandung,82,Sentra industri sepatu kulit terbesar di Bandung dengan beragam toko dan workshop. Pusat Perbelanjaan,sentra industri sepatu kulit besar bandung agam toko workshop pusat belanja
324,Sentra Rajut Binong Jati,Pusat industri rajutan Bandung dengan beragam toko sweater dan pakaian rajut.,Pusat Perbelanjaan,Kota Bandung,77,Pusat industri rajutan Bandung dengan beragam toko sweater dan pakaian rajut. Pusat Perbelanjaan,pusat industri rajut bandung agam toko sweater pakai rajut pusat belanja
325,Sentra Boneka Sukamulya,Kampung pengrajin boneka dengan beragam toko mainan dan boneka khas Bandung.,Pusat Perbelanjaan,Kota Bandung,76,Kampung pengrajin boneka dengan beragam toko mainan dan boneka khas Bandung. Pusat Perbelanjaan,kampung rajin boneka agam toko main boneka khas bandung pusat belanja
326,Kawah Putih Ciwidey,Danau kawah vulkanik dengan air berwarna putih kehijauan dikelilingi tebing belerang.,Wisata Alam,Kabupaten Bandung,85,Danau kawah vulkanik dengan air berwarna putih kehijauan dikelilingi tebing belerang. Wisata Alam,danau kawah vulkanik air warna putih hijau keliling tebing belerang wisata alam
327,Kebun Strawberry Ciwidey,Area wisata petik strawberry langsung dari kebun dengan suasana pegunungan.,Wisata Alam,Kabupaten Bandung,75,Area wisata petik strawberry langsung dari kebun dengan suasana pegunungan. Wisata Alam,area wisata petik strawberry langsung kebun suasana gunung wisata alam
328,Pemandian Air Panas Cimanggu,Pemandian air panas alami dengan kolam belerang di kawasan Ciwidey Bandung.,Wisata Alam,Kabupaten Bandung,75,Pemandian air panas alami dengan kolam belerang di kawasan Ciwidey Bandung. Wisata Alam,mandi air panas alami kolam belerang kawasan ciwidey bandung wisata alam
329,Pemandian Air Panas Walini,Sumber air panas alami dengan kolam pemandian di tengah perkebunan teh Walini.,Wisata Alam,Kabupaten Bandung,78,Sumber air panas alami dengan kolam pemandian di tengah perkebunan teh Walini. Wisata Alam,sumber air panas alami kolam mandi tengah kebun teh walini wisata alam
330,Kawah Rengganis,Kawah belerang aktif dengan pemandian air panas alami di kawasan Ciwidey Bandung.,Wisata Alam,Kabupaten Bandung,81,Kawah belerang aktif dengan pemandian air panas alami di kawasan Ciwidey Bandung. Wisata Alam,kawah belerang aktif mandi air panas alami kawasan ciwidey bandung wisata alam
331,Kebun Teh Rancabali,Hamparan kebun teh hijau luas dengan jalur trekking dan pemandangan pegunungan.,Wisata Alam,Kabupaten Bandung,79,Hamparan kebun teh hijau luas dengan jalur trekking dan pemandangan pegunungan. Wisata Alam,hampar kebun teh hijau luas jalur trekking pandang gunung wisata alam
332,Kawah Cibuni,Kawah belerang dengan pemandian air panas dan jalur trekking pegunungan di Ciwidey.,Wisata Alam,Kabupaten Bandung,83,Kawah belerang dengan pemandian air panas dan jalur trekking pegunungan di Ciwidey. Wisata Alam,kawah belerang mandi air panas jalur trekking gunung ciwidey wisata alam
333,Makam Bosscha Pangalengan,Makam bersejarah pemilik perkebunan teh Malabar di tengah kebun teh Pangalengan.,Wisata Sejarah,Kabupaten Bandung,80,Makam bersejarah pemilik perkebunan teh Malabar di tengah kebun teh Pangalengan. Wisata Sejarah,makam sejarah milik kebun teh malabar tengah kebun teh pangalengan wisata sejarah
334,Curug Sindulang,Air terjun tinggi dengan kolam alami di kawasan Cicalengka Kabupaten Bandung.,Wisata Alam,Kabupaten Bandung,77,Air terjun tinggi dengan kolam alami di kawasan Cicalengka Kabupaten Bandung. Wisata Alam,air terjun tinggi kolam alami kawasan cicalengka kabupaten bandung wisata alam
335,Curug Citambur,Air terjun tinggi spektakuler dengan tiga tingkatan di kawasan Cianjur Bandung.,Wisata Alam,Kabupaten Bandung,79,Air terjun tinggi spektakuler dengan tiga tingkatan di kawasan Cianjur Bandung. Wisata Alam,air terjun tinggi spektakuler tiga tingkat kawasan cianjur bandung wisata alam
336,Gunung Patuha,Gunung tidak aktif lokasi Kawah Putih dengan jalur pendakian dan hutan tropis.,Wisata Alam,Kabupaten Bandung,78,Gunung tidak aktif lokasi Kawah Putih dengan jalur pendakian dan hutan tropis. Wisata Alam,gunung aktif lokasi kawah putih jalur daki hutan tropis wisata alam
337,Bukit Jamur Rancaupas,Bukit dengan formasi batuan unik berbentuk jamur dan area camping di Ciwidey.,Wisata Alam,Kabupaten Bandung,77,Bukit dengan formasi batuan unik berbentuk jamur dan area camping di Ciwidey. Wisata Alam,bukit formasi batu unik bentuk jamur area camping ciwidey wisata alam
338,Pinus Rahong Cikondang,Hutan pinus dengan area camping dan jalur trekking di Pangalengan Bandung.,Wisata Alam,Kabupaten Bandung,74,Hutan pinus dengan area camping dan jalur trekking di Pangalengan Bandung. Wisata Alam,hutan pinus area camping jalur trekking pangalengan bandung wisata alam
339,Glamping Legok Kondang,Penginapan glamping dengan pemandangan hutan pinus dan suasana alam Ciwidey.,Wisata Alam,Kabupaten Bandung,76,Penginapan glamping dengan pemandangan hutan pinus dan suasana alam Ciwidey. Wisata Alam,inap glamping pandang hutan pinus suasana alam ciwidey wisata alam
340,Kampung Mahmud,Perkampungan religi bersejarah dengan tradisi Islam khas di Kabupaten Bandung.,Desa Wisata,Kabupaten Bandung,78,Perkampungan religi bersejarah dengan tradisi Islam khas di Kabupaten Bandung. Desa Wisata,kampung religi sejarah tradisi islam khas kabupaten bandung desa wisata
341,Masjid Atta'awun Puncak,Masjid dengan arsitektur unik dan pemandangan pegunungan di kawasan Puncak Bandung.,Wisata Religi,Kabupaten Bandung,83,Masjid dengan arsitektur unik dan pemandangan pegunungan di kawasan Puncak Bandung. Wisata Religi,masjid arsitektur unik pandang gunung kawasan puncak bandung wisata religi
342,Wisata Religi Cibiru,Kawasan wisata religi dengan masjid bersejarah dan area ziarah di Cibiru Bandung.,Wisata Religi,Kabupaten Bandung,81,Kawasan wisata religi dengan masjid bersejarah dan area ziarah di Cibiru Bandung. Wisata Religi,kawasan wisata religi masjid sejarah area ziarah cibiru bandung wisata religi
343,Wisata Sungai Cikapundung Maribaya,Wisata sungai dengan jalur trekking dan air terjun kecil di kawasan Maribaya.,Wisata Alam,Kabupaten Bandung,77,Wisata sungai dengan jalur trekking dan air terjun kecil di kawasan Maribaya. Wisata Alam,wisata sungai jalur trekking air terjun kecil kawasan maribaya wisata alam
344,Outbound Cikole,Area outbound petualangan dengan beragam wahana di hutan pinus Cikole Lembang.,Wisata Olahraga,Kabupaten Bandung,78,Area outbound petualangan dengan beragam wahana di hutan pinus Cikole Lembang. Wisata Olahraga,area outbound tualang agam wahana hutan pinus cikole lembang wisata olahraga
345,Paintball Lembang,Arena paintball outdoor dengan berbagai medan permainan di kawasan Lembang.,Wisata Olahraga,Kabupaten Bandung,75,Arena paintball outdoor dengan berbagai medan permainan di kawasan Lembang. Wisata Olahraga,arena paintball outdoor bagai medan main kawasan lembang wisata olahraga
346,Trizara Resorts,Penginapan glamping mewah dengan pemandangan pegunungan di kawasan Lembang.,Wisata Alam,Kabupaten Bandung,75,Penginapan glamping mewah dengan pemandangan pegunungan di kawasan Lembang. Wisata Alam,inap glamping mewah pandang gunung kawasan lembang wisata alam
347,Dusun Bambu Family Leisure Park,Taman rekreasi keluarga dengan tema bambu danau dan beragam wahana di Lembang.,Taman Hiburan,Kabupaten Bandung,78,Taman rekreasi keluarga dengan tema bambu danau dan beragam wahana di Lembang. Taman Hiburan,taman rekreasi keluarga tema bambu danau agam wahana lembang taman hibur
348,Farmhouse Susu Lembang,Wisata bertema peternakan susu dengan bangunan Eropa dan area foto di Lembang.,Taman Hiburan,Kabupaten Bandung,78,Wisata bertema peternakan susu dengan bangunan Eropa dan area foto di Lembang. Taman Hiburan,wisata tema terna susu bangun eropa area foto lembang taman hibur
349,Kampung Gajah Wonderland,Taman rekreasi keluarga dengan beragam wahana permainan di kawasan Lembang Bandung.,Taman Hiburan,Kabupaten Bandung,83,Taman rekreasi keluarga dengan beragam wahana permainan di kawasan Lembang Bandung. Taman Hiburan,taman rekreasi keluarga agam wahana main kawasan lembang bandung taman hibur
350,Tangkuban Perahu,Gunung berapi aktif dengan kawah luas dan pemandangan vulkanik di Bandung Barat.,Wisata Alam,Bandung Barat,80,Gunung berapi aktif dengan kawah luas dan pemandangan vulkanik di Bandung Barat. Wisata Alam,gunung rap aktif kawah luas pandang vulkanik bandung barat wisata alam
351,Sari Ater Hot Spring,Resor pemandian air panas alami dengan beragam kolam belerang di Subang Lembang.,Wisata Alam,Bandung Barat,80,Resor pemandian air panas alami dengan beragam kolam belerang di Subang Lembang. Wisata Alam,resor mandi air panas alami agam kolam belerang subang lembang wisata alam
352,Curug Layung,Air terjun alami di tengah hutan pinus dengan jalur trekking di Bandung Barat.,Wisata Alam,Bandung Barat,78,Air terjun alami di tengah hutan pinus dengan jalur trekking di Bandung Barat. Wisata Alam,air terjun alami tengah hutan pinus jalur trekking bandung barat wisata alam
353,Curug Omas Maribaya,Air terjun ikonik dengan jembatan kayu dan pemandangan hutan di Maribaya Lembang.,Wisata Alam,Bandung Barat,81,Air terjun ikonik dengan jembatan kayu dan pemandangan hutan di Maribaya Lembang. Wisata Alam,air terjun ikonik jembatan kayu pandang hutan maribaya lembang wisata alam
354,Maribaya Natural Hot Spring,Resor pemandian air panas alami dengan taman dan air terjun di kawasan Lembang.,Wisata Alam,Bandung Barat,79,Resor pemandian air panas alami dengan taman dan air terjun di kawasan Lembang. Wisata Alam,resor mandi air panas alami taman air terjun kawasan lembang wisata alam
